"Code","Primary Role Name","Geographic Local Authority Name"
"NL214","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NO01A","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NT186","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"NO00X","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NBG2L","INDEPENDENT SECTOR H/C PROVIDER SITE","WALSALL METROPOLITAN BOROUGH COUNCIL"
"NYNR4","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF CAMDEN"
"NYNR5","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF CAMDEN"
"DH001","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HACKNEY"
"NY60W","INDEPENDENT SECTOR H/C PROVIDER SITE","KIRKLEES COUNCIL"
"ACG13","INDEPENDENT SECTOR H/C PROVIDER SITE","GLOUCESTERSHIRE COUNTY COUNCIL"
"NO01C","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"ACG14","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF SOUTHWARK"
"DH401","INDEPENDENT SECTOR H/C PROVIDER SITE","SOMERSET COUNCIL"
"NYR66","INDEPENDENT SECTOR H/C PROVIDER SITE","STOKE-ON-TRENT CITY COUNCIL"
"DH501","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF WANDSWORTH"
"NP015","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HARROW"
"NY60X","INDEPENDENT SECTOR H/C PROVIDER SITE","ROCHDALE METROPOLITAN BOROUGH COUNCIL"
"DH601","INDEPENDENT SECTOR H/C PROVIDER SITE","MANCHESTER CITY COUNCIL"
"NL216","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST SUSSEX COUNTY COUNCIL"
"NL217","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST SUSSEX COUNTY COUNCIL"
"NL218","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST SUSSEX COUNTY COUNCIL"
"NL219","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST SUSSEX COUNTY COUNCIL"
"DH701","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WESTMINSTER"
"NPG10","INDEPENDENT SECTOR H/C PROVIDER SITE","SHEFFIELD CITY COUNCIL"
"DH801","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HACKNEY"
"DH901","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH YORKSHIRE COUNCIL"
"DH902","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH YORKSHIRE COUNCIL"
"DH903","INDEPENDENT SECTOR H/C PROVIDER SITE","DURHAM COUNTY COUNCIL"
"DH904","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH YORKSHIRE COUNCIL"
"DHA01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HACKNEY"
"NEM0P","INDEPENDENT SECTOR H/C PROVIDER SITE","WALSALL METROPOLITAN BOROUGH COUNCIL"
"NEM0Q","INDEPENDENT SECTOR H/C PROVIDER SITE","WALSALL METROPOLITAN BOROUGH COUNCIL"
"DHC01","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"DHC02","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF KENSINGTON AND CHELSEA"
"NV11G","INDEPENDENT SECTOR H/C PROVIDER SITE","ST HELENS COUNCIL"
"NL53G","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NFO31","INDEPENDENT SECTOR H/C PROVIDER SITE","WIGAN METROPOLITAN BOROUGH COUNCIL"
"NBG2M","INDEPENDENT SECTOR H/C PROVIDER SITE","WALSALL METROPOLITAN BOROUGH COUNCIL"
"NBG2N","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAMSHIRE COUNTY COUNCIL"
"NBG2P","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"DHD01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BRENT"
"DHD02","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BRENT"
"DHE01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF SUTTON"
"NBG2Q","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NBG2R","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"DHF01","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"NEM0R","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"NEM0T","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"NEM0V","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"NEM0W","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"NEM0X","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"NEM0Y","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"NEM1A","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"NEM1C","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE WEST AND CHESTER COUNCIL"
"NEM1D","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE WEST AND CHESTER COUNCIL"
"NEM1E","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE WEST AND CHESTER COUNCIL"
"NCN0N","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HAVERING"
"NCN0P","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HAVERING"
"AFD0A","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"AFD0C","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"DHG01","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"NBG2T","INDEPENDENT SECTOR H/C PROVIDER SITE","DERBYSHIRE COUNTY COUNCIL"
"DHH01","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST SUSSEX COUNTY COUNCIL"
"NFQ0A","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NFQ0C","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NFQ0D","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NFQ0E","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NTV0A","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0C","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0D","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0E","INDEPENDENT SECTOR H/C PROVIDER SITE","HAMPSHIRE COUNTY COUNCIL"
"NTV0F","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0G","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0H","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0J","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0K","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0L","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0M","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0P","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0Q","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0R","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0T","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0V","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0W","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0X","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0Y","INDEPENDENT SECTOR H/C PROVIDER SITE","HAMPSHIRE COUNTY COUNCIL"
"NTV1A","INDEPENDENT SECTOR H/C PROVIDER SITE","BRACKNELL FOREST COUNCIL"
"NTV1C","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV1D","INDEPENDENT SECTOR H/C PROVIDER SITE","HAMPSHIRE COUNTY COUNCIL"
"NTV1E","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV1F","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV1G","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV1H","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV1J","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV1K","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV1L","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV1M","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV1N","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV0N","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV1P","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV1Q","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV1R","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV1T","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV1V","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV1W","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV1X","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV1Y","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2A","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2C","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NT4F1","INDEPENDENT SECTOR H/C PROVIDER SITE","NORFOLK COUNTY COUNCIL"
"NTV2D","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2E","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2F","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2G","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2H","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2J","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2K","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NY60Y","INDEPENDENT SECTOR H/C PROVIDER SITE","SHROPSHIRE COUNCIL"
"DHJ01","INDEPENDENT SECTOR H/C PROVIDER SITE","DURHAM COUNTY COUNCIL"
"DHK01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF ENFIELD"
"DHK02","INDEPENDENT SECTOR H/C PROVIDER SITE","MILTON KEYNES COUNCIL"
"DHL01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF ENFIELD"
"DHL02","INDEPENDENT SECTOR H/C PROVIDER SITE","MILTON KEYNES COUNCIL"
"NLF0A","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"NV11H","INDEPENDENT SECTOR H/C PROVIDER SITE","SOUTH GLOUCESTERSHIRE COUNCIL"
"NL53H","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NL53J","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NO01D","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE WEST AND CHESTER COUNCIL"
"NY61A","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"NY61C","INDEPENDENT SECTOR H/C PROVIDER SITE","DERBYSHIRE COUNTY COUNCIL"
"NY61D","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"NY61E","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"NBG2W","INDEPENDENT SECTOR H/C PROVIDER SITE","MANCHESTER CITY COUNCIL"
"NQT5T","INDEPENDENT SECTOR H/C PROVIDER SITE","WILTSHIRE COUNCIL"
"NRH02","INDEPENDENT SECTOR H/C PROVIDER SITE","DEVON COUNTY COUNCIL"
"NEM1F","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE WEST AND CHESTER COUNCIL"
"DHM01","INDEPENDENT SECTOR H/C PROVIDER SITE","WILTSHIRE COUNCIL"
"NT10J","INDEPENDENT SECTOR H/C PROVIDER SITE","NORFOLK COUNTY COUNCIL"
"DHN01","INDEPENDENT SECTOR H/C PROVIDER SITE","LUTON BOROUGH COUNCIL"
"DHP01","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"DHP02","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WESTMINSTER"
"NYNR6","INDEPENDENT SECTOR H/C PROVIDER SITE","WARWICKSHIRE COUNTY COUNCIL"
"NEP4H","INDEPENDENT SECTOR H/C PROVIDER SITE","MEDWAY COUNCIL"
"NV697","INDEPENDENT SECTOR H/C PROVIDER SITE","LEICESTERSHIRE COUNTY COUNCIL"
"NWVA5","INDEPENDENT SECTOR H/C PROVIDER SITE","GLOUCESTERSHIRE COUNTY COUNCIL"
"NV11J","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HACKNEY"
"NT10K","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NEM1G","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM1H","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM1J","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM1K","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"NEM1L","INDEPENDENT SECTOR H/C PROVIDER SITE","PETERBOROUGH CITY COUNCIL"
"NEM1M","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"NEM1N","INDEPENDENT SECTOR H/C PROVIDER SITE","PETERBOROUGH CITY COUNCIL"
"NEM1P","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"NEM1Q","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM1R","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM1T","INDEPENDENT SECTOR H/C PROVIDER SITE","HERTFORDSHIRE COUNTY COUNCIL"
"DHQ01","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DHQ02","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DHQ03","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DHQ04","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DHQ05","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DHQ06","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DHQ07","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DHQ08","INDEPENDENT SECTOR H/C PROVIDER SITE","SANDWELL METROPOLITAN BOROUGH COUNCIL"
"DHQ09","INDEPENDENT SECTOR H/C PROVIDER SITE","SANDWELL METROPOLITAN BOROUGH COUNCIL"
"DHQ10","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DHQ11","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DHQ12","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DHQ13","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DHQ14","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DHQ15","INDEPENDENT SECTOR H/C PROVIDER SITE","SANDWELL METROPOLITAN BOROUGH COUNCIL"
"NTPAT","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"NEM1V","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM1W","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NEM1Y","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM2A","INDEPENDENT SECTOR H/C PROVIDER SITE","LEICESTERSHIRE COUNTY COUNCIL"
"NNH08","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF ENFIELD"
"NEM2C","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NEM2D","INDEPENDENT SECTOR H/C PROVIDER SITE","CENTRAL BEDFORDSHIRE COUNCIL"
"NEM2E","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM2F","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM2G","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM2H","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NEM2J","INDEPENDENT SECTOR H/C PROVIDER SITE","PETERBOROUGH CITY COUNCIL"
"NEM2K","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"DHR01","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"NO01G","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"NO01E","INDEPENDENT SECTOR H/C PROVIDER SITE","WOKINGHAM BOROUGH COUNCIL"
"NO01F","INDEPENDENT SECTOR H/C PROVIDER SITE","READING BOROUGH COUNCIL"
"DC815","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"DHT01","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NHT0H","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HILLINGDON"
"NHT0J","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NHT0K","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NHT0L","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NHT0M","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NHT0N","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NHT0P","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NHT0Q","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NTV2L","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2M","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2N","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2P","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2Q","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2R","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2T","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2V","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2W","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2X","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV2Y","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV3A","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV3C","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NAU05","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NX00A","INDEPENDENT SECTOR H/C PROVIDER SITE","DEVON COUNTY COUNCIL"
"NTP0A","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HOUNSLOW"
"NTP0C","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NEM2L","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"NEM2M","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM2N","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NEM2P","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"NEM2Q","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"NEM2R","INDEPENDENT SECTOR H/C PROVIDER SITE","HERTFORDSHIRE COUNTY COUNCIL"
"NEM2T","INDEPENDENT SECTOR H/C PROVIDER SITE","CENTRAL BEDFORDSHIRE COUNCIL"
"NEM2V","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NEM2W","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM2X","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM2Y","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"AV008","INDEPENDENT SECTOR H/C PROVIDER SITE","LEICESTERSHIRE COUNTY COUNCIL"
"NY60B","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"NY60I","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"NY60O","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"NY60S","INDEPENDENT SECTOR H/C PROVIDER SITE","DERBYSHIRE COUNTY COUNCIL"
"NFO32","INDEPENDENT SECTOR H/C PROVIDER SITE","STOCKPORT METROPOLITAN BOROUGH COUNCIL"
"DHV01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF EALING"
"NXX0B","INDEPENDENT SECTOR H/C PROVIDER SITE","HAMPSHIRE COUNTY COUNCIL"
"NXX0I","INDEPENDENT SECTOR H/C PROVIDER SITE","STOKE-ON-TRENT CITY COUNCIL"
"NXX0S","INDEPENDENT SECTOR H/C PROVIDER SITE","HAMPSHIRE COUNTY COUNCIL"
"NXX0U","INDEPENDENT SECTOR H/C PROVIDER SITE","HAMPSHIRE COUNTY COUNCIL"
"NXX1B","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NEM0B","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM0I","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"NEM0O","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM0S","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM0U","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM1B","INDEPENDENT SECTOR H/C PROVIDER SITE","PETERBOROUGH CITY COUNCIL"
"NEM1I","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NEM1O","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NEM1S","INDEPENDENT SECTOR H/C PROVIDER SITE","PETERBOROUGH CITY COUNCIL"
"NEM1U","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NEM1X","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NO01H","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST BERKSHIRE COUNCIL"
"NEM2B","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NEM2I","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"NEM2O","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"NEM2S","INDEPENDENT SECTOR H/C PROVIDER SITE","LEICESTERSHIRE COUNTY COUNCIL"
"NEM2U","INDEPENDENT SECTOR H/C PROVIDER SITE","PETERBOROUGH CITY COUNCIL"
"NEM3A","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"NEM3B","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NEM3C","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
